policy,seed,prepared_context_hash,kernel_run_hash,selected_set_hash,fills_economic_hash,trades_economic_hash,selected_count,selected_overlap_with_ranked,total_return,cagr,max_drawdown,sharpe,calmar,profit_factor,win_rate,payoff_ratio,trade_count,fill_count,turnover,exposure,avg_exposure,max_exposure,elapsed_seconds
RANDOM,30,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,82a4af51fc9ff5b1cb7ba77ff2edf83d161aad85c52a7c282d5ad969968f8fe3,314f64b7c9b0f6633db87e7670507560cc00df2edc7fb7d5c95c348f0c233110,4e683d925a2ba4688e24b4d6d526048270099f546f421f3a32a0fcfdecbaf66b,8390d576269f79db1e04848b0cea58903f7aa5839a3a07663f79f77081c32993,124,0.522935779817,0.0376186796213,0.0756321687029,-0.107830644702,0.513543210699,0.701397723362,1.08387024819,0.362068965517,1.90967615157,116,246,25.290475495,0.349778540509,0.349778540509,0.735306069763,0.377225
RANDOM,31,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,b94a82e5aca2584f54b77a26e10a8f6aaaf1f14e59c30bcb829bd0530c48df8a,1753ccc5943c2c8eb3e6f291454752a2e56b5593d5ea044cb965528c2d98aa7f,2b5eaa3429e0e64c20734d047ceef61b603aa361c6422aece1598c2687240341,0e780399de0d903bef1766b95a83b80e74c33736c3105b91a1a939f70d6ac34f,115,0.385321100917,0.100893476976,0.208979002583,-0.0996734048991,1.16009293003,2.09663754133,1.24788097883,0.416666666667,1.74703337036,108,228,25.36677427,0.373916013882,0.373916013882,0.722161427204,0.4196418
RANDOM,32,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,be3d31aa28e78dba9c9b1cb88e7feb54c23f6c0a038f281a79d38ce31b8951c8,bcc52d98135dc08121e1593a4e70b32f62e31660a9cbb2e15fbd8ca7e47a5a1e,97cdaf6585d371154060633189a9c5222d26d7b9bf64337ecbefa8bb406d227e,c249eec4da14e7b5e1399c4b8642bd5a1d8a5b4a83240eb1e6dd7ab00ab101e5,111,0.477064220183,0.232855379906,0.511785024093,-0.0913142350117,2.49152470641,5.60465763117,1.57248320099,0.37037037037,2.67322144168,108,224,25.80472821,0.38518631356,0.38518631356,0.722123164434,0.3866992
RANDOM,33,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,ce6253d0246f7540836daac979d1b2e935767a77f4c15a8867ff34560e08cb17,83966104bdbf5f1d179fb566bb040e2cd2b8fccf77d28dbc18ac640bdba2198d,af88902200ce1f2910d0433e0359ea450be92c2ee65dd81a174760f9e5bba3fd,e1bb3cb5ac910b874b7c467c5ca4ca4911932f0faa1c582cbfa3639987ea821c,117,0.449541284404,0.122462279323,0.256189956867,-0.064037134783,1.3579524142,4.00064677684,1.28816404146,0.398148148148,1.94722471384,108,232,26.858712815,0.400297315854,0.400297315854,0.773205444178,0.3156478
RANDOM,34,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,3e20d8bc90cf4c038b327efec99fcfb38280d2d238598c4c4a4cfeae8d42fca7,39a57fe124df23dcdebfc8af9bff8c748223fddba0a663ee9649cd1bfb69425f,7d4e6629c65d5473ac5d5d2200dc6e2005bbf9313be355ffef37d07fff6a287e,72a9c1a6c1a88b7afcc7ac8f9925ae56aa3dac9c902c110f9aa074a76fa9ce4c,120,0.394495412844,0.200019481057,0.43332072255,-0.113000146881,2.05486130888,3.83469167527,1.45093521728,0.387387387387,2.29450220408,111,230,24.826814855,0.356154572893,0.356154572893,0.712898559952,0.3068758
RANDOM,35,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,e0a923e84f937b43ee3f059cd39cbc57511de74ddb5206e92dc8b805b97b6a4c,679c327bba45ed59ca0533cab06066fa15c9ea9318f5e93f05e478071c6d534c,ef215a6461a2ed3ff0af208e308fda5f7faa74639b123415167d734972cdcbda,b8841e40d1e3481ba7ca17a9a422cb09c6c90aa7d683d7e312b263fe6baec935,114,0.385321100917,0.0836937603999,0.17197108221,-0.085086303529,0.941995031446,2.02113706998,1.20251409345,0.403846153846,1.77513985223,104,218,25.10674322,0.371749926793,0.371749926793,0.714586283674,0.4116539
RANDOM,36,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,6835df1be0f6402ae96d454c58691a0dac06579bdae058ff51a0f22845b3c077,335ec9e83bf63e2222d077f2737cd6c42a66d8d42033a4141575446d151ada46,59034efa91188f6c352f2f4dd5059a0079b3c1adf343d3c744864cc35faf6db2,867246df80779a5f219e2371d8c0421eb991478effbe90a70c604336b4dec2f9,116,0.45871559633,0.271189006554,0.605996488186,-0.108183701313,2.25722588835,5.6015507034,1.55701848048,0.364485981308,2.71480145315,107,228,27.964678085,0.363675377501,0.363675377501,0.789145169538,0.4603264
RANDOM,37,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,430f632d1cc6bb8784a119d23ef2c71309d47d2058e7543f6bcf23b03f3cf4eb,5fd2d6aba4ade3de751edbd463fb4e1925d8bef89141f1cd42c33db97143586a,e1a70bb4d9d4389e555079efa824112d28366f18ba023f6871a295f68ed5c8ce,734a4cad0ed307af78a00a2a0f8ab4268402de8b5392aafa58b40b29f734b6b7,111,0.412844036697,0.0831204176967,0.170747223849,-0.0948855700105,0.890571093227,1.79950675145,1.1991026052,0.380952380952,1.94854173344,105,223,25.167833355,0.3819904071,0.3819904071,0.80883992994,0.4255546
RANDOM,38,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,cd7453d99fde583c67b37b037419cbefc5a172dab0a00be8b4416bdd358a50e0,c086d04420ff1767d25497d868a785ce009c3d5ee7351e41f06901657f5e214f,de2ef805434153cb50b326ce5d323432ffdc43d3d3f873c619c1793aa6d7286e,372cfe29ad7d12130ba629c5cef31ebd9662f8c7278072caaefd4f0594150c9f,117,0.366972477064,0.282266222453,0.633743945379,-0.099127514273,2.6062070788,6.39321938038,1.59671555388,0.439252336449,2.03836028154,107,225,28.212372545,0.386791761566,0.386791761566,0.718470158754,0.4344144
RANDOM,39,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,cc99c6d3cf8b14b93bfc7998a1d7a00da359c5ed843e71559da306d5ed93a889,334b9666b0f146ec7a4a372f3f7592860030e3dd6e0d39e7fbcdd83765f3c31a,cbcfb4e515aff6e6ab5226bced9233d8db22cd2cc700405452f951d0f79c6b95,b1330f5acca517c49d106b99c7a4a198188353779bd8884dd8887f78f61f69c5,118,0.348623853211,0.114275585884,0.238165398232,-0.0851616513188,1.29373159118,2.79662729108,1.25998387365,0.409090909091,1.81997670638,110,228,24.948257735,0.342768964308,0.342768964308,0.700686820074,0.4012968
