decision_date,code,side,reason,candidate_id,order_intent_id,pending_order_id,requested_shares,shares,signal_date,signal_regime,signal_close,planned_stop,planned_target,rr,initial_risk_cash
2026-01-20,600486,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_18a3224b5acff405,intent_6afa5e3438bd723b,pend_0dcefb53fba936bc,200,200,2026-01-20,BULL,74.150000,70.736400,81.862143,2.259240,682.720000
2026-01-21,601212,sell,target_close_confirmed,cand_6215266782bf8ea7,intent_9fbb0c1d7698ceab,pend_9fbb0c1d7698ceab,2700,2700,2026-01-21,BULL,8.570000,7.585714,8.422143,0.000000,1078.300000
2026-01-22,002080,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_cb87dceb06e23ae8,400,400,2026-01-22,BULL,41.140000,38.416000,46.700000,2.041116,1089.600000
2026-01-22,300731,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_d371c46c5bc35445,intent_5a53d11c89feb66d,pend_21ee74efa43a3163,100,100,2026-01-22,BULL,64.500000,61.936000,76.500000,4.680187,256.400000
2026-01-23,300731,sell,close_stop,cand_d371c46c5bc35445,intent_2fcd69c8e5ee9ee7,pend_2fcd69c8e5ee9ee7,100,100,2026-01-23,BULL,61.490000,61.936000,76.500000,0.000000,185.588000
2026-01-26,300242,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_ec2694e930fa356a,intent_d9d1f3607c27a866,pend_f28059cf0fb03f59,2100,2100,2026-01-26,BULL,6.680000,6.154400,8.107143,2.715264,1103.760000
2026-01-27,002560,sell,time_stop,cand_e03c76c3af51b7ed,intent_f342f7f1132632f5,pend_f342f7f1132632f5,100,100,2026-01-27,BULL,10.930000,10.453000,12.390714,0.000000,48.702500
2026-01-27,002080,sell,three_bars_no_high,cand_60247cc3ece7e7cb,intent_000ba2f4374a91d2,pend_000ba2f4374a91d2,300,300,2026-01-27,BULL,39.030000,38.416000,46.700000,0.000000,880.399500
2026-01-28,688291,sell,time_stop,cand_3e44707f24f3c5ab,intent_e2df4a6e86e6adf6,pend_e2df4a6e86e6adf6,200,200,2026-01-28,BULL,48.230000,46.550000,63.789286,0.000000,947.126000
2026-01-28,300242,sell,close_stop,cand_ec2694e930fa356a,intent_5d77f1466997546d,pend_5d77f1466997546d,2100,2100,2026-01-28,BULL,6.040000,6.154400,8.107143,0.000000,690.564000
2026-01-28,300244,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_4990f7c6fae0cd94,intent_230f2f78c03ef4aa,pend_fcc769916754395a,600,600,2026-01-28,BULL,24.320000,23.667000,26.060000,2.664625,391.800000
2026-01-28,300708,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_9db5727a7cc69896,1600,1600,2026-01-28,BULL,10.510000,9.927400,11.800000,2.214212,932.160000
2026-01-29,300244,sell,close_stop,cand_4990f7c6fae0cd94,intent_26674b5814f8cf67,pend_26674b5814f8cf67,600,600,2026-01-29,BULL,25.050000,25.771000,26.060000,0.000000,219.006000
2026-01-29,300863,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_0f6d47a0604caab1,200,200,2026-01-29,BULL,55.000000,53.762800,58.470000,2.804720,247.440000
2026-01-30,300863,sell,target_close_confirmed,cand_26d34deafb8c80f6,intent_e9e893465fa08334,pend_e9e893465fa08334,200,200,2026-01-30,BULL,60.440000,58.444000,58.470000,0.000000,266.947000
2026-01-30,000560,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_c69b999ceb4a0d55,intent_829d678ed75328c6,pend_3a035c24ff2f3540,5000,5000,2026-01-30,BULL,3.340000,3.214400,3.745000,3.224522,628.000000
2026-01-30,000863,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_7af85296003afcee,intent_9b8ef327172a00ec,pend_cf0dfdb8f0f45a84,2500,2500,2026-01-30,BULL,6.710000,6.379800,7.766429,3.199360,825.500000
2026-02-02,600486,sell,close_stop,cand_18a3224b5acff405,intent_6770e5caf8fe58b0,pend_6770e5caf8fe58b0,200,200,2026-02-02,NORMAL,72.420000,76.627000,81.862143,0.000000,680.130000
2026-02-02,300708,sell,close_stop,cand_581e18fb6938cb4d,intent_ac566a6ab40174f5,pend_ac566a6ab40174f5,1600,1600,2026-02-02,NORMAL,9.910000,9.927400,11.800000,0.000000,732.464000
2026-02-02,000560,sell,close_stop,cand_c69b999ceb4a0d55,intent_81bb0388282bc2c1,pend_81bb0388282bc2c1,5000,5000,2026-02-02,NORMAL,3.210000,3.214400,3.745000,0.000000,536.300000
2026-02-02,000863,sell,close_stop,cand_7af85296003afcee,intent_5b5a56d36d653972,pend_5b5a56d36d653972,2500,2500,2026-02-02,NORMAL,6.140000,6.379800,7.766429,0.000000,833.887500
2026-02-04,000738,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_5312f87f00126f17,intent_107fcf3cf1068559,pend_c13ae8029206cec7,600,600,2026-02-04,BULL,27.420000,25.676000,32.477143,2.899738,1046.400000
2026-02-04,000962,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_4b1468f6cb45ac5c,intent_51ed1767e67cc1f2,pend_485563b4d4375fa4,300,300,2026-02-04,BULL,44.900000,43.365000,53.816429,5.808748,460.500000
2026-02-04,002922,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_336226f28bfff9de,intent_f828e59cc3edeecf,pend_35bc2bbfb80f7716,300,300,2026-02-04,BULL,44.160000,41.953800,52.326429,3.701581,661.860000
2026-02-04,600763,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_0ca6a109dcbbda4c,intent_c3cd87bfb572aec9,pend_c6b3f4fc604fd111,300,300,2026-02-04,BULL,48.840000,46.824400,53.970000,2.545148,604.680000
2026-02-04,601872,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_e1f1adec60427a92,intent_54f7463bd169bf9c,pend_d98abb5671aaf615,1300,1300,2026-02-04,BULL,12.000000,11.260200,13.669286,2.256401,961.740000
2026-02-05,000962,sell,close_stop,cand_4b1468f6cb45ac5c,intent_559ddc19df6896ed,pend_559ddc19df6896ed,300,300,2026-02-05,BULL,41.870000,43.365000,53.816429,0.000000,467.235000
2026-02-05,002922,sell,close_stop,cand_336226f28bfff9de,intent_366bf2c527a52a51,pend_366bf2c527a52a51,300,300,2026-02-05,BULL,40.200000,41.953800,52.326429,0.000000,620.460000
2026-02-10,000738,sell,three_bars_no_high,cand_5312f87f00126f17,intent_780ed89cfe9b324f,pend_780ed89cfe9b324f,600,600,2026-02-10,BULL,27.860000,26.179000,32.477143,0.000000,652.425000
2026-02-10,600763,sell,three_bars_no_high,cand_0ca6a109dcbbda4c,intent_3e43272827eeb688,pend_3e43272827eeb688,300,300,2026-02-10,BULL,48.580000,47.318000,53.970000,0.000000,509.955000
2026-02-10,000338,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_7a7308ccdd1d3c98,intent_48c64c24bdec1682,pend_a399bb25fbc99afb,300,300,2026-02-10,BULL,25.890000,24.794000,29.702143,3.478233,328.800000
2026-02-10,002041,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_8d2a26dc9b334d4d,intent_87d913208be3e47d,pend_3905d30c564995b4,700,700,2026-02-10,BULL,10.450000,10.221400,10.970000,2.274716,160.020000
2026-02-11,300738,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_09be869f9aaba146,300,300,2026-02-11,BULL,25.280000,23.794400,29.690000,2.968498,445.680000
2026-02-11,300739,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_986df8405626637d,intent_6e490d37a31a2c42,pend_966027fdc402064e,300,300,2026-02-11,BULL,21.140000,19.992000,24.032857,2.519910,344.400000
2026-02-12,002041,sell,ma20_break,cand_8d2a26dc9b334d4d,intent_aa38ea27cc8fc232,pend_aa38ea27cc8fc232,700,700,2026-02-12,BULL,10.270000,10.221400,10.970000,0.000000,128.660000
2026-02-12,300738,add,pyramid_add,cand_29debcf2b6bc58c2,intent_2aaad2d42ff00d14,pend_5cb75427f28c1ebc,100,100,2026-02-12,BULL,26.600000,24.568600,31.792143,2.555943,203.140000
2026-02-13,601872,sell,time_stop,cand_e1f1adec60427a92,intent_5f63dd65fece3425,pend_5f63dd65fece3425,1300,1300,2026-02-13,BULL,12.190000,11.864286,13.669286,0.000000,969.540000
2026-02-13,000628,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_f1047f6376dc1416,intent_04388ba02accfb9e,pend_fbbc3f609a97d3aa,100,100,2026-02-13,BULL,56.100000,53.919600,62.610000,2.985691,218.040000
2026-02-24,300738,sell,close_stop,cand_29debcf2b6bc58c2,intent_bf549bce198a0452,pend_bf549bce198a0452,300,300,2026-02-24,BULL,23.800000,24.568600,31.792143,0.000000,399.698000
2026-02-24,300739,sell,target_close_confirmed,cand_986df8405626637d,intent_eff41e2ea908987c,pend_eff41e2ea908987c,300,300,2026-02-24,BULL,25.030000,22.521429,24.032857,0.000000,344.569500
2026-02-24,000628,sell,close_stop,cand_f1047f6376dc1416,intent_952c821cc42e6631,pend_952c821cc42e6631,100,100,2026-02-24,BULL,52.680000,53.919600,62.610000,0.000000,295.882500
2026-02-24,000021,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_0b20e7b115f71409,intent_e8fe7d421c7dba54,pend_5062bfb608bbbe55,400,400,2026-02-24,BULL,33.770000,31.654000,39.534286,2.724143,846.400000
2026-02-25,000683,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_5bade2b312a31d67,intent_d4f2a636e5bbab96,pend_a0db7b04de16e87c,1800,1800,2026-02-25,BULL,9.060000,8.516200,10.392857,2.451006,978.840000
2026-02-25,000688,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_4979642ae838faed,intent_6c57951ec2445e8d,pend_691fad77cd4cac49,300,300,2026-02-25,BULL,35.820000,32.673200,42.623571,2.162060,944.040000
2026-02-25,000875,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2200,2200,2026-02-25,BULL,7.510000,7.144200,8.577143,2.917285,804.760000
2026-02-26,000021,add,pyramid_add,cand_0b20e7b115f71409,intent_b2b9ff69a24fe99c,pend_a811615f31ae6fc4,100,100,2026-02-26,BULL,34.690000,32.046000,40.336429,2.135563,264.400000
2026-02-26,000683,add,pyramid_add,cand_5bade2b312a31d67,intent_4421cdd28cf44e6b,pend_ca0b0dcf3c1314fc,300,300,2026-02-26,BULL,9.410000,8.888600,10.772857,2.613842,156.420000
2026-02-26,000875,add,pyramid_add,cand_b81067ed34d167bd,intent_0252b02342575bac,pend_5861217551939352,700,700,2026-02-26,BULL,7.600000,7.261800,8.701429,3.256737,236.740000
2026-03-02,000338,sell,three_bars_no_high,cand_7a7308ccdd1d3c98,intent_e36c77f220a2fddc,pend_e36c77f220a2fddc,300,300,2026-03-02,BULL,27.720000,27.488000,29.702143,0.000000,257.646000
2026-03-03,000021,sell,close_stop,cand_0b20e7b115f71409,intent_c89ec4eed88f303c,pend_c89ec4eed88f303c,500,500,2026-03-03,BULL,30.680000,32.046000,40.336429,0.000000,809.132000
2026-03-03,000338,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_c5c49fc348d1c981,intent_05f28b8bd535436c,pend_87237a8de658a061,300,300,2026-03-03,BULL,26.460000,25.872000,27.680000,2.074830,176.400000
2026-03-05,000591,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_b6cf0a9327b857a3,intent_29f38259d5413d51,pend_d1934310ba66712f,2700,2700,2026-03-05,BULL,6.070000,5.811400,6.792143,2.792509,698.220000
2026-03-05,002270,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_56f0c153daf8fbe3,intent_1cec853bb2ae1d6c,pend_f9fa4df4d4b4cd7d,400,400,2026-03-05,BULL,36.300000,34.594000,42.257143,3.491877,682.400000
2026-03-06,000683,sell,three_bars_no_high,cand_5bade2b312a31d67,intent_bf8208d838c7763c,pend_bf8208d838c7763c,1900,1900,2026-03-06,BULL,9.600000,9.197000,10.772857,0.000000,1053.416000
2026-03-06,000688,sell,time_stop,cand_4979642ae838faed,intent_a4efa43925c994d6,pend_a4efa43925c994d6,200,200,2026-03-06,BULL,34.570000,32.673200,42.623571,0.000000,1069.160000
2026-03-06,002270,add,pyramid_add,cand_56f0c153daf8fbe3,intent_7312f4e4f84ac8b3,pend_c64dfa1f8a05b7a2,100,100,2026-03-06,BULL,36.890000,35.084000,43.119286,3.449217,180.600000
2026-03-09,000833,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_a3e3cd70ec9421a4,intent_34c05c8750092bf0,pend_079cc69ec037d93c,600,600,2026-03-09,BULL,26.660000,25.970000,31.700000,7.304348,414.000000
2026-03-09,300185,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_2ddbb2219583f305,intent_39430e368f209395,pend_8db907a6abd8e16b,4700,4700,2026-03-09,BULL,3.300000,3.175200,3.567857,2.146291,586.560000
2026-03-10,300185,add,pyramid_add,cand_2ddbb2219583f305,intent_20ccc93e8c6845c1,pend_7d41dcc869d43fee,1600,1600,2026-03-10,BULL,3.360000,3.214400,3.653571,2.016287,232.960000
2026-03-10,300005,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_7d20c615ad194897,intent_3ccc2217d9b43993,pend_6b53bc1162e69d5a,300,300,2026-03-10,BULL,15.180000,14.562800,17.070000,3.062216,185.160000
2026-03-11,002270,sell,three_bars_no_high,cand_56f0c153daf8fbe3,intent_2f553366079f45e2,pend_2f553366079f45e2,500,500,2026-03-11,BULL,36.520000,35.498000,43.119286,0.000000,577.604000
2026-03-12,000545,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_8256ced6619e8dae,intent_1887255c8c20aeb3,pend_530b245782f1f597,4200,4200,2026-03-12,BULL,3.940000,3.831800,4.771429,7.684183,454.440000
2026-03-13,000875,sell,three_bars_no_high,cand_b81067ed34d167bd,intent_47181254552e8df4,pend_47181254552e8df4,2800,2800,2026-03-13,BULL,8.010000,7.918000,8.701429,0.000000,755.055000
2026-03-13,300185,sell,target_close_confirmed,cand_2ddbb2219583f305,intent_01a750d9da257888,pend_01a750d9da257888,6300,6300,2026-03-13,BULL,4.210000,3.891429,3.653571,0.000000,547.291500
2026-03-13,300005,sell,close_stop,cand_7d20c615ad194897,intent_9894be8798092983,pend_9894be8798092983,300,300,2026-03-13,BULL,14.560000,14.562800,17.070000,0.000000,160.423500
2026-03-16,000591,sell,close_stop,cand_b6cf0a9327b857a3,intent_a7c16515fe272d5f,pend_a7c16515fe272d5f,2600,2600,2026-03-16,BULL,5.990000,6.141000,6.792143,0.000000,888.355000
2026-03-16,300279,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_f229a9662f6ae995,intent_e7381b48fe1e6dec,pend_37f539a75596e4a2,1200,1200,2026-03-16,BULL,11.220000,10.319400,13.208571,2.208052,1080.720000
2026-03-17,600667,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_acb8afc3598dc537,intent_01c119f3b122e6d7,pend_27a60ac0c9766328,1400,1400,2026-03-17,NORMAL,11.590000,10.995600,13.687857,3.529369,832.160000
2026-03-18,000545,sell,close_stop,cand_8256ced6619e8dae,intent_aacfc5e8688c94b3,pend_aacfc5e8688c94b3,4200,4200,2026-03-18,BULL,3.790000,3.831800,4.771429,0.000000,378.672000
2026-03-19,300486,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_54faf064a2eaf896,intent_e541e3aad3d28744,pend_48f71f16ea8e15a5,600,600,2026-03-19,NORMAL,26.690000,24.901800,30.988571,2.403854,1072.920000
2026-03-19,601991,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_1baa10b65075d8dd,intent_2a4f60223a561fec,pend_ca3872de27a31753,3100,3100,2026-03-19,NORMAL,4.180000,4.057200,4.440000,2.117264,380.680000
2026-03-20,600667,sell,close_stop,cand_acb8afc3598dc537,intent_974567cab6d5f3ce,pend_974567cab6d5f3ce,1400,1400,2026-03-20,NORMAL,10.680000,10.995600,13.687857,0.000000,994.350000
2026-03-23,300279,sell,close_stop,cand_f229a9662f6ae995,intent_59f3d26a3a239d97,pend_59f3d26a3a239d97,1100,1100,2026-03-23,BEAR,9.410000,10.319400,13.208571,0.000000,1084.875000
2026-03-23,300486,sell,close_stop,cand_54faf064a2eaf896,intent_290b97e4b767aa06,pend_290b97e4b767aa06,600,600,2026-03-23,BEAR,22.490000,24.901800,30.988571,0.000000,984.879000
2026-03-23,601991,sell,close_stop,cand_1baa10b65075d8dd,intent_86280c01e386c764,pend_86280c01e386c764,3100,3100,2026-03-23,BEAR,4.030000,4.057200,4.440000,0.000000,294.112500
2026-03-25,000509,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_b41f1033773f66aa,intent_202de8b27d42fc35,pend_44114062e6af6158,1700,1700,2026-03-25,NORMAL,4.590000,4.321800,5.498571,3.387664,455.940000
2026-03-25,002980,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_e90bbb40deb4c576,intent_5c8f13edcad31df8,pend_5d2014c5a32e6d0c,200,200,2026-03-25,NORMAL,40.510000,37.886800,49.132857,3.287152,524.640000
2026-03-25,300231,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_e78444eaabf3e66f,intent_17635da8d4bee5d3,pend_5f0a503865406054,600,600,2026-03-25,NORMAL,12.850000,12.073600,14.414286,2.014794,465.840000
2026-03-26,000688,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_da751843d23b3514,intent_73f8f7be68b775ff,pend_9aeff13158d6ffd9,100,100,2026-03-26,NORMAL,39.480000,36.260000,47.565000,2.510870,322.000000
2026-03-26,000993,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_676090919791283d,intent_251a339ad2d7cc87,pend_5ec4605cf59f0763,500,500,2026-03-26,NORMAL,16.000000,15.640800,18.880000,8.017817,179.600000
2026-03-27,000509,sell,close_stop,cand_b41f1033773f66aa,intent_9c373e24a6b41137,pend_9c373e24a6b41137,1700,1700,2026-03-27,NORMAL,4.280000,4.321800,5.498571,0.000000,442.833000
2026-03-27,300231,sell,close_stop,cand_e78444eaabf3e66f,intent_275ef50bf1da9167,pend_275ef50bf1da9167,600,600,2026-03-27,NORMAL,12.030000,12.073600,14.414286,0.000000,259.590000
2026-03-30,000993,sell,close_stop,cand_676090919791283d,intent_01999da1bbc8120f,pend_01999da1bbc8120f,400,400,2026-03-30,NORMAL,14.830000,15.640800,18.880000,0.000000,186.900000
2026-03-30,002263,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_2cc8a28c32f48b25,intent_aceee096f97dd2bc,pend_622f232cfc28378b,3900,3900,2026-03-30,NORMAL,4.100000,3.920000,4.642143,3.011905,702.000000
2026-03-30,002428,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_d74c4085c713d185,intent_a5a4f8b71098965f,pend_4cba61626223b85b,300,300,2026-03-30,NORMAL,52.350000,49.196000,63.167143,3.429658,946.200000
2026-03-31,002428,sell,close_stop,cand_d74c4085c713d185,intent_e611a48eb958aae4,pend_e611a48eb958aae4,300,300,2026-03-31,NORMAL,48.910000,49.196000,63.167143,0.000000,849.000000
2026-03-31,600015,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_5e3b20c16edf81a8,intent_c343cfcb6a794187,pend_9dda3c13d4ad70fb,1200,1200,2026-03-31,NORMAL,7.320000,7.085400,7.797857,2.036902,281.520000
2026-04-01,000688,sell,three_bars_no_high,cand_da751843d23b3514,intent_4b3fe73cf9ba7261,pend_4b3fe73cf9ba7261,100,100,2026-04-01,NORMAL,39.050000,36.912857,47.565000,0.000000,313.969000
2026-04-01,003018,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_4056ecd3379cb5f1,intent_538382dbee23eae0,pend_c5dbda781d7a64f4,400,400,2026-04-01,NORMAL,30.930000,28.616000,38.050000,3.076923,925.600000
2026-04-02,002263,sell,target_close_confirmed,cand_2cc8a28c32f48b25,intent_edbccaa05b515a54,pend_edbccaa05b515a54,3900,3900,2026-04-02,NORMAL,4.730000,4.208571,4.642143,0.000000,514.897500
2026-04-02,002840,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_1945fc7e9ee56ea5,intent_5c17cef10d43f13f,pend_81918a14f747f5f6,300,300,2026-04-02,NORMAL,11.540000,10.887800,13.290714,2.684321,195.660000
2026-04-07,002980,sell,target_close_confirmed,cand_e90bbb40deb4c576,intent_62e2b968b736febd,pend_62e2b968b736febd,200,200,2026-04-07,BEAR,50.700000,43.227143,49.132857,0.000000,472.663000
2026-04-07,003018,sell,close_stop,cand_4056ecd3379cb5f1,intent_cdc7eb143374b170,pend_cdc7eb143374b170,400,400,2026-04-07,BEAR,28.530000,28.616000,38.050000,0.000000,839.740000
2026-04-08,600015,sell,three_bars_no_high,cand_5e3b20c16edf81a8,intent_cea287b70ede1968,pend_cea287b70ede1968,1200,1200,2026-04-08,NORMAL,7.420000,7.085400,7.797857,0.000000,333.936000
2026-04-08,002840,add,pyramid_add,cand_1945fc7e9ee56ea5,intent_e010ca859f8424b3,pend_694f0536ad913f9a,400,400,2026-04-08,NORMAL,13.050000,12.201000,15.214286,2.549218,339.600000
2026-04-08,002645,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_d32743e4e3d6fa39,intent_7d832337762f700d,pend_8a4d1b6ee03e04ab,800,800,2026-04-08,NORMAL,19.350000,18.286800,22.628571,3.083683,850.560000
2026-04-08,003031,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_89cff11e7f056909,intent_3da804ae5ddc0ccd,pend_5497c1269da5ce4b,100,100,2026-04-08,NORMAL,93.390000,88.004000,109.332857,2.960055,538.600000
2026-04-08,300531,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_80c6db01f912345d,intent_51e343af313ed9b6,pend_4e24c2d09549bf08,400,400,2026-04-08,NORMAL,20.840000,19.511800,24.187143,2.520059,531.280000
2026-04-09,000062,buy,strategy_v5_alpha_first_fit_frozen_entry,cand_e16bd38438ccf585,intent_0b2dc75316fc7206,pend_cd61f65506ab616b,400,400,2026-04-09,NORMAL,28.980000,27.048000,33.830000,2.510352,772.800000
2026-04-13,002840,sell,three_bars_no_high,cand_1945fc7e9ee56ea5,intent_3d9dc0356b1a2f43,pend_3d9dc0356b1a2f43,700,700,2026-04-13,NORMAL,12.760000,12.201000,15.214286,0.000000,191.388000
2026-04-13,300531,sell,three_bars_no_high,cand_80c6db01f912345d,intent_e3f2e8af3eb99f5a,pend_e3f2e8af3eb99f5a,400,400,2026-04-13,NORMAL,19.740000,19.511800,24.187143,0.000000,359.360000
